,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
437,562,France,Male,75,5,87140.85,1,1,1,39351.64,0
438,614,France,Male,51,4,40685.92,1,1,1,46775.28,0
439,602,France,Male,49,0,191808.73,1,0,0,97640.2,0
440,688,Germany,Male,35,5,111578.18,1,0,0,166165.93,1
441,601,France,Female,41,1,0.0,2,0,1,160607.06,0
442,772,Germany,Male,30,6,99785.28,1,0,0,197238.03,0
443,376,France,Female,46,6,0.0,1,1,0,157333.69,1
444,589,France,Male,38,2,0.0,1,1,0,79915.28,0
445,663,Germany,Male,32,8,130627.66,1,1,0,47161.25,1
446,481,France,Male,40,3,0.0,1,1,1,32319.93,0
447,485,France,Male,41,2,100254.76,2,1,1,12706.67,0
448,765,Germany,Male,36,8,92310.54,2,1,1,72924.56,0
449,698,France,Female,37,2,166178.02,2,1,1,71972.95,0
450,719,France,Male,37,3,155423.17,1,1,1,199841.32,0
451,457,Germany,Male,42,4,126772.57,1,0,1,126106.4,0
452,755,France,Male,34,3,0.0,2,1,1,158816.03,0
453,670,Spain,Female,57,3,175575.95,1,1,0,99061.75,1
454,850,Spain,Female,53,7,65407.16,2,0,0,182633.63,1
455,494,France,Male,28,9,114731.76,2,0,1,79479.74,0
456,628,Germany,Female,36,3,91286.51,1,1,0,63085.94,0
457,701,Spain,Female,42,5,0.0,2,0,0,24210.56,0
458,742,France,Female,35,2,79126.17,1,1,1,126997.53,0
459,710,Spain,Male,23,6,0.0,2,1,1,134188.11,0
460,740,France,Male,44,9,0.0,1,0,1,96528.0,1
461,631,Germany,Female,33,4,123246.7,1,0,0,112687.57,0
462,806,Germany,Male,36,8,167983.17,2,1,1,106714.28,0
463,691,France,Female,37,1,128306.83,1,1,1,113580.79,0
464,694,France,Female,31,10,0.0,2,1,0,160990.27,0
465,654,France,Male,55,3,87485.67,1,1,1,3299.01,0
466,757,Germany,Female,30,6,161378.02,1,0,0,71926.28,1
467,600,France,Male,46,10,95502.21,1,0,0,19842.18,0
468,628,France,Male,45,9,0.0,2,1,1,96862.56,0
469,629,Spain,Male,31,6,132876.55,1,1,1,130862.11,0
470,752,Germany,Female,45,3,105426.5,2,0,1,89773.45,0
471,729,France,Female,32,9,0.0,2,0,0,150803.44,0
472,717,Germany,Female,35,5,103214.71,1,1,0,172172.7,0
473,454,France,Male,34,4,0.0,2,1,0,198817.72,0
474,638,Germany,Male,37,2,89728.86,2,1,1,37294.88,0
475,561,France,Male,28,7,0.0,2,1,0,7797.01,0
476,750,Spain,Female,33,3,161801.47,1,0,1,153288.97,1
477,498,Germany,Female,41,4,87541.06,2,1,1,12577.21,1
478,706,Spain,Male,28,3,0.0,2,0,1,181543.67,0
479,647,Germany,Female,51,1,119741.77,2,0,0,54954.51,1
480,673,Germany,Female,77,10,76510.52,2,0,1,59595.66,0
481,651,NotReported,Female,37,10,117791.06,2,1,1,75837.58,0
482,803,France,Female,26,4,0.0,2,2,1,181208.47,0
483,790,France,Female,31,2,151290.16,1,1,1,172437.12,0
484,678,France,Female,46,1,0.0,2,0,0,82106.19,0
485,695,Spain,Male,56,1,0.0,1,1,0,187734.49,1
486,685,Germany,Male,30,3,90536.81,1,0,1,63082.88,0
487,708,France,NotSpecified,67,1,0.0,2,0,1,3837.08,0
488,750,France,Female,32,5,0.0,2,1,0,95611.47,0
489,641,France,Female,40,9,0.0,1,0,0,151648.66,1
490,579,France,Female,39,3,166501.17,2,1,0,93835.64,0
491,748,France,Female,26,1,77780.29,1,0,1,183049.41,0
492,850,Spain,Male,44,8,0.0,2,1,1,183617.32,0
493,653,Spain,Male,55,2,70263.83,1,0,1,62347.71,0
494,613,Germany,Male,33,3,155736.42,2,1,1,57751.21,0
495,648,France,Male,23,9,168372.52,1,1,0,134676.72,0
496,350,France,Male,51,10,0.0,1,1,1,125823.79,1
497,416,Germany,Female,41,10,122189.66,2,1,0,98301.61,0
498,847,France,Male,51,5,97565.74,1,2,0,144184.06,1
499,635,Spain,Female,38,1,0.0,2,1,0,90605.05,0
500,599,Germany,Male,38,9,89111.63,1,0,0,157239.6,0
501,570,Germany,Female,57,5,86568.75,1,0,1,103660.31,0
502,706,Germany,Female,56,3,139603.22,1,1,1,86383.61,0
503,737,Germany,Female,45,2,99169.67,2,1,1,78650.95,0
504,659,Spain,Female,33,8,115409.6,1,0,1,1539.21,0
505,745,Spain,Female,38,7,0.0,2,1,1,194230.82,0
506,660,Spain,Female,36,0,84438.57,1,1,1,181449.51,0
507,594,Germany,Female,23,4,104753.84,2,1,0,56756.52,1
508,625,France,Female,51,7,136294.97,1,1,0,38867.46,1
509,733,Germany,Male,48,7,85915.52,1,1,1,23860.5,0
510,697,Germany,Male,43,7,115371.94,2,1,0,64139.1,0
511,504,France,Female,49,7,0.0,3,0,1,87822.14,1
512,634,France,Female,41,8,68213.99,1,1,1,6382.46,0
513,811,France,Female,45,5,0.0,2,1,1,146123.19,0
514,470,Spain,Female,48,6,140576.11,1,1,1,116971.05,0
515,724,Germany,Male,33,5,103564.83,2,1,0,121085.72,0
516,488,France,Male,34,3,0.0,2,1,1,125979.36,0
517,686,France,Male,34,6,146178.13,2,1,1,88837.11,0
518,767,Spain,Male,31,6,0.0,2,1,1,195668.0,0
519,534,France,Female,53,7,0.0,2,1,1,80619.17,0
520,724,France,Female,34,2,0.0,2,1,2,118863.38,0
521,461,Germany,Female,34,5,63663.93,1,0,1,167784.28,0
522,608,France,Female,47,6,0.0,1,1,1,126012.57,0
523,550,Spain,Male,45,0,0.0,2,0,1,70399.71,0
524,755,Germany,Female,33,6,90560.3,2,1,1,42607.69,0
525,686,France,Female,44,7,55053.62,1,1,0,181757.19,0
526,439,France,Male,28,7,110976.23,2,1,0,138526.96,0
527,599,Spain,Male,35,6,76534.49540312754,1,0,0,76870.81,0
528,769,Germany,Male,43,4,110182.54,2,1,1,87537.32,0
529,664,Spain,Male,41,7,123428.69,1,1,1,164924.11,0
530,418,France,Male,34,8,155973.88,1,1,0,154208.96,0
531,521,Spain,Female,22,10,0.0,1,1,1,101311.95,0
532,762,Germany,Male,35,1,117458.51,1,0,1,178361.48,1
533,646,Germany,Female,30,10,100548.67,2,0,0,136983.77,0
534,770,France,Female,33,6,0.0,2,1,1,126131.9,0
535,775,France,Male,31,9,0.0,2,1,0,169278.51,0
536,619,Spain,Female,41,8,0.0,3,1,1,79866.73,1
537,678,France,Male,66,8,0.0,2,1,1,47117.03,0
538,754,Spain,Female,37,8,0.0,2,0,0,121821.16,0
539,727,Germany,Male,39,5,80615.46,2,0,0,180962.32,0
540,529,France,Female,31,6,152310.55,1,1,0,13054.25,0
541,677,Germany,Male,28,0,143988.0,2,1,0,8755.69,1
542,521,France,Female,37,2,136555.01,2,1,1,129353.21,0
543,684,Germany,Male,42,1,117691.0,1,1,1,23135.65,1
544,691,France,Male,38,1,0.0,2,0,0,44653.5,0
545,688,France,Female,38,7,123544.21,1,1,1,157664.02,0
546,706,Germany,Female,29,6,185544.36,1,1,0,171037.63,0
547,784,Spain,Female,40,8,0.0,2,1,0,108891.3,0
548,653,Spain,Male,35,9,0.0,2,1,1,45956.05,0
549,436,Spain,Male,43,5,0.0,2,1,1,35687.43,0
550,580,France,Male,55,6,104305.74,1,0,1,175750.21,0
551,558,France,NotSpecified,40,6,0.0,2,1,0,173844.89,0
552,626,France,Female,39,0,0.0,2,1,1,83295.09,0
553,650,Germany,Female,41,9,181461.48,3,1,1,100117.00934116702,1
554,661,France,Female,31,7,144162.3,2,1,1,14490.79,0
555,723,France,Male,25,3,0.0,2,1,1,134509.47,0
556,599,Germany,Male,33,2,51949.95,2,1,0,85045.92,0
557,574,France,Female,39,2,122524.61,2,1,0,88463.63,0
558,716,France,Male,31,8,109578.04,2,1,1,51503.51,0
559,670,Germany,Female,35,2,79585.96,1,0,1,198802.9,0
560,696,France,Male,42,4,0.0,1,0,0,126353.13,1
561,682,Spain,Female,48,9,101198.01,1,1,1,49732.9,0
562,657,France,Male,37,4,82500.28,1,1,1,115260.72,0
563,767,France,Female,35,2,0.0,2,0,0,144251.38,0
564,623,Spain,Male,46,4,0.0,1,1,0,5549.11,1
565,790,France,Female,33,10,135120.72,1,0,2,195204.99,0
566,583,France,Male,40,3,0.0,2,1,0,47728.0,0
567,649,Germany,Female,37,8,114737.26,1,1,1,106655.88,1
568,523,NotReported,Male,61,8,66250.71,1,1,1,21859.06,0
569,634,Germany,Female,37,7,143258.85,2,1,0,192721.98,0
570,850,Germany,Male,27,1,101278.25,2,1,1,26265.18,0
571,715,France,Female,31,2,112212.14,2,1,1,181600.72,0
572,689,Spain,Female,45,0,57784.22,1,1,0,197804.0,1
573,746,Spain,Male,49,7,0.0,2,0,1,10096.25,0
574,605,Spain,Male,39,10,105317.73,2,1,0,138021.36,0
575,675,France,NotSpecified,49,8,135133.39,1,0,1,179521.24,1
576,774,France,Female,47,6,94722.88,1,0,1,61450.96,0
577,764,Germany,Female,39,9,138341.51,1,1,0,50072.94,1
578,553,Spain,Female,39,1,142876.98,1,1,0,44363.42,0
579,627,France,Female,37,1,0.0,1,1,0,106851.7,0
580,654,France,Female,28,7,0.0,2,1,0,151316.37,0
581,557,Spain,Female,40,4,0.0,2,0,1,105433.53,0
582,627,Germany,Male,52,1,76101.81,1,0,1,177238.35,0
583,554,France,Female,45,6,0.0,2,1,1,181204.5,0
584,643,Spain,Male,34,3,83132.09,1,1,1,21360.88,0
585,732,Spain,Female,33,8,111379.55,1,1,1,45098.62,0
586,534,France,Male,35,2,81951.74,2,1,0,115668.53,0
587,702,France,Male,40,3,148556.74,1,0,1,146056.29,0
588,685,Spain,Male,31,7,122449.31,2,1,1,180769.55,0
589,451,France,Female,31,7,140931.82,1,0,1,20388.77,0
590,477,Germany,Female,39,4,182491.57,1,1,0,185830.72,0
591,645,France,Male,42,4,98298.18,1,1,1,676.06,0
592,648,Spain,Female,28,9,102282.61,1,1,1,157891.11,0
593,674,France,Male,45,7,144889.18,1,1,1,102591.9,1
594,601,Spain,Female,42,4,96763.89,1,1,1,199242.65,0
595,485,Spain,Female,37,5,113157.22,1,1,1,54141.5,0
596,495,Spain,Female,42,7,0.0,2,0,0,130404.53,0
597,691,France,Female,29,9,0.0,2,0,0,199635.93,0
598,621,Spain,Female,43,8,0.0,1,0,0,102806.6,0
599,850,France,Female,81,1,0.0,2,1,1,59568.24,0
600,686,Germany,Male,29,3,185379.02,1,1,0,64679.07,0
601,633,Spain,Male,32,5,163340.12,2,1,1,74415.2,0
602,516,France,Male,37,5,128653.59,1,1,0,127558.26,0
603,477,Germany,Female,24,2,95675.62,2,0,0,162699.7,1
604,650,Spain,Female,33,7,0.0,2,1,1,168261.4,0
605,650,Spain,Male,61,1,152968.73,1,0,1,82970.69,0
606,811,Germany,Male,52,10,76915.4,1,0,0,146359.81,1
607,458,Germany,NotSpecified,35,9,146780.52,2,1,1,3476.38,0
608,546,France,Male,29,5,0.0,1,1,1,94823.95,0
609,717,Spain,Female,37,6,0.0,2,1,0,93275.61,0
610,644,Germany,Male,34,9,112746.54,2,0,0,141230.07,0
611,706,Spain,Female,46,2,127660.46,2,1,0,150156.82,1
612,825,NotReported,Male,37,6,118050.79,1,0,1,52301.15,0
613,583,Germany,Female,26,10,72835.56,2,1,0,96792.15,0
614,850,France,Female,40,5,0.0,2,1,0,35034.15,0
615,695,Germany,Male,40,7,139022.24,1,0,1,193383.13,0
616,652,Spain,Female,42,4,0.0,2,1,1,38152.01,0
617,658,France,Male,25,3,0.0,2,0,1,173948.4,0
618,712,Germany,Male,28,4,145605.44,1,0,1,93883.53,0
619,559,France,Male,45,8,24043.45,1,0,1,169781.45,1
620,801,Spain,Female,46,6,0.0,2,1,1,170008.74,0
621,850,Spain,Male,49,8,0.0,1,0,0,25867.67,1
622,495,Spain,Female,45,3,89158.94,3,1,0,135169.76,1
623,728,Spain,Female,43,5,0.0,1,1,1,120088.17,0
624,681,France,Male,43,3,66338.68,1,1,1,18772.5,1
625,608,France,Female,30,8,85859.76,1,0,0,142730.27,0
626,792,Germany,Female,59,9,101609.77,1,0,0,161479.19,1
627,669,Germany,Female,30,7,139872.81,1,1,0,188795.85,0
628,812,France,Male,24,10,0.0,2,1,1,156906.15,0
629,800,France,Male,60,6,88541.57,2,1,1,131718.12,0
630,668,Spain,Male,43,1,147167.25,1,0,0,141679.73,0
631,793,France,Male,32,2,0.0,2,1,0,193817.63,1
632,704,France,Male,50,4,165438.26,1,1,0,120770.75,1
633,583,France,Female,44,8,0.0,2,1,1,27431.62,0
634,656,Germany,Female,37,4,163549.63,1,0,1,21085.12,0
635,724,France,Male,40,10,0.0,1,1,0,127847.25,1
636,763,France,Male,35,9,0.0,1,1,1,31372.91,0
637,679,Germany,Female,30,4,77949.69,1,1,1,121151.46,0
638,569,Spain,Male,43,8,161546.68,2,0,1,178187.28,0
639,739,France,Male,37,7,104960.46,1,0,1,80883.82,0
640,583,Germany,Female,32,7,94753.55,2,1,1,18149.03,0
641,763,France,Female,38,0,152582.2,2,0,0,31892.82,0
642,540,Spain,Male,39,2,0.0,2,1,0,81995.92,0
643,577,Spain,Male,51,2,108867.0,1,0,0,140800.66,1
644,585,Spain,Male,36,10,0.0,2,1,1,180318.6,0
645,637,Germany,Male,50,4,76534.49540312754,1,0,1,17323.0,1
646,640,Germany,Male,48,1,111599.32,1,0,1,135995.58,0
647,720,France,Male,71,5,183135.39,2,1,1,197688.5,0
648,652,France,Female,48,8,133297.24,1,1,0,77764.37,0
649,850,Germany,Male,44,3,140393.65,2,0,1,186285.52,0
650,600,France,Male,34,0,0.0,2,0,1,3756.23,0
651,809,Spain,Male,33,9,0.0,1,1,1,124045.65,0
652,591,France,Female,34,3,96127.27,1,0,0,30972.06,0
653,619,Spain,Male,37,1,0.0,1,1,0,139919.38,0
654,535,NotReported,Female,40,8,0.0,1,1,1,27689.77,0
655,683,France,Male,33,8,0.0,1,0,0,73564.44,0
656,516,France,Female,46,6,62212.29,1,0,1,171681.86,1
657,727,France,Male,35,5,136364.46,1,0,0,142754.71,0
658,632,France,Male,41,0,106134.46,1,0,1,105570.39,0
659,510,Germany,Male,31,0,113688.63,1,1,0,33099.41,1
660,791,Germany,Female,35,7,52436.2,1,1,0,161051.75,0
661,708,Spain,Female,32,8,187487.63,1,1,1,120115.5,0
662,632,NotReported,Male,38,4,0.0,2,0,0,192505.62,0
663,569,Spain,Male,38,8,0.0,2,0,0,79618.79,0
664,608,Spain,Female,38,9,102406.76,1,0,1,57600.66,0
665,611,France,Male,38,7,0.0,1,1,1,63202.0,0
666,523,France,Male,39,3,0.0,2,1,0,6726.53,0
667,606,Germany,Male,48,4,132403.56,1,0,0,36091.91,1
668,714,Germany,Male,33,3,35016.6,1,1,0,53667.08,0
669,680,France,Male,33,2,108393.35,1,0,1,39057.67,0
670,646,France,Female,46,8,0.0,2,1,0,133059.15,0
671,628,France,Male,69,5,0.0,2,1,1,181964.6,0
672,525,France,Female,59,6,55328.4,1,1,2,83342.73,1
673,605,Germany,Female,31,1,117992.59,1,1,1,183598.77,0
674,585,France,Male,56,4,138227.19,2,1,1,55287.84,0
675,576,NotReported,Male,32,7,0.0,2,1,0,4660.91,0
676,678,France,Male,54,7,128914.97,1,0,0,191746.23,1
677,719,Spain,Female,32,7,0.0,1,0,0,76264.27,0
678,671,Spain,Male,38,0,92674.94,2,1,0,3647.57,0
679,845,Germany,Female,43,3,76534.49540312754,2,1,0,97910.06,0
680,654,France,Male,38,8,76534.49540312754,2,1,0,88659.44,0
681,588,Spain,Male,32,3,109109.33,1,0,1,4993.94,0
682,814,France,Female,36,6,0.0,2,1,1,98657.01,0
683,526,Spain,Female,43,3,0.0,2,1,0,31705.19,0
684,850,France,Female,47,9,137301.87,1,1,0,44351.77,0
685,686,Germany,Male,26,1,57422.62,1,1,1,79189.4,0
686,810,France,Male,32,9,120879.73,2,0,1,78896.59,0
687,675,Spain,Male,33,3,0.0,2,1,0,45348.08,0
688,764,Spain,Female,48,1,75990.97,1,1,0,158323.81,1
689,714,Spain,Male,25,2,0.0,1,1,1,132979.43,0
690,741,France,Male,29,8,0.0,2,1,1,115994.52,0
691,833,Germany,Male,59,1,130854.59,1,1,1,30722.52,1
692,785,France,Female,36,4,135438.4,1,0,0,190627.01,0
693,512,Spain,Female,46,3,0.0,2,1,1,56408.14,0
694,600,Spain,Female,50,6,94684.27,1,1,1,50488.91,0
695,544,France,Male,38,8,0.0,1,1,1,98208.62,0
696,480,France,Male,35,2,165692.91,1,1,1,197984.58,0
697,558,France,Female,45,1,153697.53,2,0,0,89891.4,1
698,707,France,Male,35,2,0.0,3,1,1,94148.3,0
699,688,France,Male,26,0,0.0,2,1,0,105784.85,0
700,707,Spain,Male,32,9,0.0,2,1,0,126475.79,0
701,537,Germany,Male,84,8,92242.34,1,1,1,186235.98,0
702,732,Germany,Female,29,1,154333.82,1,1,1,138527.56,0
703,806,Germany,NotSpecified,59,0,135296.33,1,1,0,182822.5,0
704,773,Spain,Male,37,2,103195.2,2,1,0,178268.36,0
705,775,Germany,Male,51,2,123783.25,1,1,1,134901.57,0
706,682,France,Female,48,7,0.0,2,1,0,65069.03,0
707,517,NotReported,Male,56,9,142147.32,1,0,0,39488.04,1
708,678,France,Male,28,2,109137.12,1,1,1,58814.41,0
709,614,France,Male,36,1,118311.76,1,1,0,146134.68,0
710,600,France,Female,49,6,0.0,1,0,1,148087.88,1
711,632,France,Male,40,3,193354.86,2,1,0,149188.41,0
712,466,Germany,Female,47,5,102085.72,1,1,1,183536.24,1
713,729,France,Male,44,5,76534.49540312754,2,0,1,9200.54,0
714,658,France,Male,29,4,80262.6,1,1,1,20612.82,0
715,503,Germany,Male,30,10,136622.55,2,0,0,47310.24,0
716,619,Germany,Male,29,4,98955.87,1,0,1,131712.51,0
717,659,France,Female,33,7,89939.62,1,1,0,136540.09,0
718,558,France,NotSpecified,38,8,113000.92,1,1,1,152872.39,0
719,730,France,Female,27,7,0.0,2,1,0,144099.48,0
720,732,NotReported,Male,54,0,134249.7,1,0,1,13404.4,0
721,709,France,Female,40,9,131569.63,1,1,1,103970.58,0
722,706,Spain,Male,24,2,141078.57,1,1,1,24402.87,0
723,720,France,NotSpecified,44,3,86102.27,1,1,0,180134.88,1
724,604,Spain,Male,23,9,124577.33,1,1,1,7267.25,0
725,593,Germany,Female,48,3,133903.12,2,1,1,85902.39,1
726,626,France,Male,43,4,137638.69,1,1,0,130442.08,1
727,650,France,Female,25,3,0.0,2,1,0,179608.96,0
728,662,Spain,Female,41,4,90350.77,1,1,0,75884.65,1
729,621,Germany,Female,34,2,91258.52,2,1,0,44857.4,0
730,754,France,Male,28,8,0.0,2,1,1,52615.62,0
731,635,France,Female,40,10,123497.58,1,1,0,131953.23,1
732,655,Spain,Female,28,3,113811.85,2,0,1,76844.23,0
733,678,Spain,Male,29,6,0.0,2,1,0,64443.75,0
734,570,France,Male,39,10,129674.89,2,1,0,80552.36,0
735,608,Germany,Female,40,7,96202.32,1,0,0,161154.85,0
736,703,France,Male,56,9,0.0,1,0,0,85547.33,1
737,492,France,Female,49,8,0.0,1,1,1,182865.09,1
738,563,Spain,Female,36,4,143680.47,2,1,1,63531.19,0
739,552,Spain,Female,34,4,0.0,2,1,0,140286.69,0
740,611,Germany,Female,49,9,115488.52,2,1,1,138656.81,1
741,613,Spain,Female,32,0,0.0,2,0,1,126675.62,0
742,649,France,Female,31,2,0.0,2,1,0,15200.61,0
743,741,France,Male,52,1,171236.3,2,0,0,21834.4,1
744,731,France,Male,33,4,0.0,2,1,1,74945.11,0
745,658,France,Male,37,7,0.0,2,1,0,48378.4,0
746,597,Spain,Male,35,9,0.0,3,0,1,73181.39,1
747,625,Spain,Female,57,7,0.0,1,0,0,84106.17,1
748,703,Spain,Male,58,4,92930.92,1,0,1,85148.78,0
749,652,Germany,Male,35,7,104015.54,2,1,1,55207.88,0
750,493,France,Male,54,3,167831.88,2,1,0,150159.95,1
751,573,France,Female,47,8,154543.98,1,1,0,29586.73,0
752,681,France,Male,46,0,105969.42,1,1,0,5771.56,0
753,684,Germany,Female,56,3,127585.98,1,1,1,80593.49,1
754,778,France,Male,38,3,145018.49,2,1,1,126702.41,0
755,720,France,Male,29,2,0.0,2,1,0,39925.52,0
756,527,France,Female,31,1,112203.25,1,1,0,182266.01,0
757,831,Spain,Female,44,10,0.0,1,0,1,47729.33,0
758,811,Germany,Female,34,1,149297.19,2,1,1,186339.74,0
759,631,France,Female,31,8,137687.72,1,1,0,190067.12,0
760,687,France,Female,31,2,0.0,2,0,1,145411.39,0
761,724,France,Male,28,5,97612.12,1,1,1,96498.14,0
762,794,France,Male,46,6,0.0,2,1,0,195325.74,0
763,604,Spain,Male,40,5,155455.43,1,0,1,113581.85,0
764,603,Germany,NotSpecified,35,1,105346.03,2,1,1,130379.5,0
765,707,France,Female,31,2,82787.93,2,0,0,91423.69,0
766,786,Spain,Female,34,9,0.0,2,1,0,117034.32,0
767,558,Germany,Male,39,10,144757.02,1,1,0,22878.16,1
768,662,France,Female,36,4,166909.2,1,1,0,138871.12,1
769,681,France,Female,18,1,98894.39,1,1,1,9596.4,0
770,642,Germany,Female,36,2,124495.98,3,1,1,57904.22,1
771,814,Germany,Male,29,1,131968.57,2,1,1,147693.92,0
772,683,France,Male,43,8,0.0,1,1,0,96754.8,0
773,782,Germany,Male,35,7,98556.89,2,1,2,117644.36,0
774,689,Germany,Female,40,4,78119.59,4,1,0,119259.34,1
775,594,France,Female,34,7,141525.55,1,0,0,9443.15,0
776,708,Germany,Female,54,8,145151.4,1,0,1,125311.17,1
777,717,France,Female,37,2,99472.76,2,1,0,94274.72,1
778,657,Spain,Male,29,7,83889.03,1,1,0,153059.62,0
779,633,Germany,Male,42,3,126041.02,1,0,1,11796.89,0
780,722,Germany,Female,48,10,138311.76,1,1,1,3472.63,1
781,687,France,Male,34,7,129895.19,1,0,1,28698.17,0
782,746,France,Male,35,2,172274.01,1,1,0,22374.97,0
783,560,France,Male,50,3,0.0,2,1,0,84531.79,0
784,677,France,Female,49,3,0.0,2,1,1,187811.71,0
785,678,Germany,Male,36,1,117864.85,2,1,0,27619.06,0
786,776,Spain,Male,35,8,106365.29,1,1,1,148527.56,0
787,636,Spain,Male,45,3,0.0,2,1,1,159463.8,0
788,698,Germany,Female,52,1,107906.75,1,1,0,168886.39,1
789,787,Spain,Female,39,7,171646.76,1,0,1,100791.36,0
790,789,France,Male,31,4,175477.15,1,1,1,172832.9,0
791,771,Spain,Female,47,3,72664.0,2,1,1,107874.39,0
792,667,France,Male,31,3,99513.91,1,1,1,189657.26,0
793,683,Germany,Female,35,1,132371.3,2,0,0,186123.57,0
794,478,France,Male,35,1,92474.05,1,1,0,178626.07,0
795,606,Spain,Male,36,0,94153.56,1,0,1,120138.27,0
796,737,NotReported,Male,31,5,121192.22,2,1,1,74890.58,0
797,556,France,Female,36,2,76534.49540312754,1,0,1,177670.57,0
798,699,Spain,Male,43,2,136487.86,2,1,0,82815.93,0
799,716,Germany,Female,18,3,76534.49540312754,1,0,0,197322.13,0
800,800,Germany,Male,39,4,95252.72,1,1,0,13906.34,0
801,773,Spain,Male,52,2,76534.49540312754,2,1,0,57337.79,0
802,718,Spain,Female,39,2,0.0,1,1,1,52138.49,0
803,487,France,Male,24,7,133628.09,2,1,1,98570.01,0
804,648,Germany,Male,37,6,131753.41,1,1,0,86894.67,0
805,573,Germany,Female,35,9,206868.78,2,0,1,102986.15,0
806,767,France,Female,42,2,133616.39,1,2,0,28615.8,0
807,521,Spain,Female,49,4,82940.25,2,0,0,62413.01,1
808,628,Germany,Female,51,9,155903.82,2,1,1,71159.84,0
809,756,France,Male,37,3,132623.6,1,1,1,58974.0,0
810,760,France,Male,39,6,178585.46,1,1,0,67131.3,1
811,562,France,Male,38,5,0.0,1,1,0,115700.2,0
812,618,Germany,Male,42,8,153572.31,2,1,1,76679.6,0
813,705,France,Female,38,3,123894.43,1,1,0,21177.1,0
814,703,France,Male,28,2,81173.83,2,0,1,162812.16,0
815,735,France,Female,25,3,91718.8,1,0,0,28411.23,0
816,799,France,Female,30,9,0.0,2,1,0,136827.96,0
817,726,Germany,Male,50,9,94504.35,1,0,1,5078.9,0
818,596,Spain,Male,67,6,0.0,2,1,1,138350.74,0
819,647,Germany,Female,41,1,85906.65,3,1,0,189159.97,0
820,783,France,Female,72,5,121215.9,2,1,1,105206.48,0
821,725,France,Male,41,7,113980.21,1,1,1,116704.25,0
822,581,Spain,Male,37,1,0.0,1,0,1,81175.25,0
823,691,Spain,Male,35,6,0.0,2,0,1,178038.17,0
824,696,Spain,Male,41,9,127523.75,1,0,1,191417.42,0
825,744,Germany,Male,38,6,73023.17,2,1,0,78770.86,0
826,599,Germany,Male,40,10,137456.28,2,1,1,14113.11,0
827,850,Germany,Male,22,7,91560.58,2,0,0,10541.38,0
828,739,Spain,Male,19,5,89750.21,1,1,0,193008.52,0
829,612,France,Female,31,8,117989.76,1,1,1,54129.86,0
830,674,Spain,Male,32,2,0.0,2,1,0,140579.17,0
831,599,France,Male,58,4,0.0,1,0,0,176407.15,1
832,678,France,Female,28,5,0.0,2,1,1,144423.17,1
833,550,France,Male,57,5,0.0,1,1,1,133501.94,0
834,722,France,Female,35,2,163943.89,2,1,1,15068.18,0
835,641,Spain,Male,32,7,0.0,2,1,1,24267.28,0
836,767,Spain,Male,77,8,149083.7,1,1,1,190146.83,0
837,553,France,Female,27,3,0.0,1,0,0,159800.16,0
838,641,France,Female,42,6,0.0,2,0,0,121138.77,0
839,507,Spain,NotSpecified,46,6,92783.68,1,1,1,51424.29,0
840,416,France,Male,32,0,0.0,2,0,1,878.87,0
841,494,Germany,NotSpecified,37,7,174937.64,1,1,0,40084.32,0
842,592,Germany,Female,70,5,71816.74,2,1,0,105096.82,1
843,641,Germany,Male,42,3,121765.37,2,1,1,166516.84,0
844,706,Spain,Male,38,8,0.0,2,0,1,46635.11,0
845,673,France,Male,32,8,121240.76,1,1,0,116969.73,0
846,776,France,Male,36,1,0.0,2,1,0,100117.00934116702,0
847,816,Spain,Male,67,6,151858.98,1,1,1,72814.31,0
848,588,France,Female,64,3,0.0,1,1,1,189703.65,0
849,604,France,Female,56,0,62732.65,1,0,1,124954.56,0
850,559,France,NotSpecified,32,9,145303.52,1,1,0,103560.98,0
851,651,France,Male,34,4,91562.99,1,1,1,123954.15,0
852,832,Spain,Female,34,6,138190.13,2,0,1,146511.2,0
853,642,Germany,Male,22,10,111812.52,2,1,1,183045.46,0
854,687,France,Male,28,7,108116.66,1,1,1,27411.19,0
855,695,France,Male,37,6,114007.5,2,1,0,118120.88,0
856,657,France,Male,34,3,107136.6,1,1,0,153895.46,0
857,475,France,Female,45,0,134264.04,1,1,0,27822.99,1
858,633,France,Female,26,8,124281.84,1,1,1,60116.57,0
859,564,Germany,Female,62,5,114931.35,3,0,1,18260.98,1
860,751,Germany,Female,37,0,76534.49540312754,1,1,1,109309.29,0
861,713,France,Female,59,3,0.0,2,1,1,62700.08,0
862,559,France,Female,48,2,76534.49540312754,2,0,1,137961.41,0
863,668,France,Female,46,2,0.0,3,1,0,89048.46,1
864,667,Germany,Female,48,1,97133.92,2,0,0,113316.77,1
865,838,France,Female,34,8,0.0,2,1,0,27472.07,0
866,726,France,Female,48,4,0.0,1,1,2,114020.06,1
867,639,France,Female,27,2,0.0,2,0,0,125244.18,0
868,677,Spain,Male,40,7,95312.8,1,1,1,62944.75,0
869,728,France,Female,59,4,0.0,1,1,1,163365.85,1
870,798,France,Male,28,3,0.0,2,1,0,2305.27,0
871,721,France,Female,35,6,118273.83,1,0,1,3086.89,0
872,667,Spain,Female,36,3,121542.57,2,1,1,186841.71,0
